C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_24_564.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_24_564.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_24_564.jpg, 0, 0, 0, 7.934661E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_24_665.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_24_665.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_24_665.jpg, 0, 0, 0, 7.826696E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_24_768.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_24_768.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_24_768.jpg, 0, 0, 0, 8.121787E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_24_871.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_24_871.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_24_871.jpg, 0, 0, 0, 8.068385E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_24_975.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_24_975.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_24_975.jpg, 0, 0, 0, 7.808032E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_075.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_075.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_075.jpg, 0, 0, 0, 8.142553E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_179.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_179.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_179.jpg, 0, 0, 0, 8.001702E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_281.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_281.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_281.jpg, 0, 0, 0, 7.855573E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_384.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_384.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_384.jpg, 0, 0, 0, 8.11855E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_487.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_487.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_487.jpg, 0, 0, 0, 7.861882E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_589.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_589.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_589.jpg, 0, 0, 0, 8.290449E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_693.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_693.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_693.jpg, 0, 0, 0, 7.898248E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_795.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_795.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_795.jpg, 0, 0, 0, 7.831235E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_25_899.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_25_899.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_25_899.jpg, 0, 0, 0, 7.887971E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_26_000.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_26_000.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_26_000.jpg, 0, 0, 0, 7.94771E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_26_103.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_26_103.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_26_103.jpg, 0, 0, 0, 8.135631E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_26_203.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_26_203.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_26_203.jpg, 0, 0, 0, 7.862452E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_26_304.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_26_304.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_26_304.jpg, 0, 0, 0, 7.758039E-05
C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\center_2024_02_12_23_06_26_407.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\left_2024_02_12_23_06_26_407.jpg, C:\Users\mese-\Documents\projektit\ai_track1\data\IMG\right_2024_02_12_23_06_26_407.jpg, 0, 0, 0, 7.997733E-05
